Date,Value,Drawdown
2023-03-27,16689.90616194294,-0.2434083604957442
2023-03-28,16743.191001351304,-0.24099283678832983
2023-03-29,16892.626898987506,-0.23421856557935372
2023-03-30,17066.06924753811,-0.22635602701406232
2023-03-31,17215.517608637838,-0.21958119080776317
2023-04-03,17252.995590729803,-0.21788222811491542
2023-04-04,17203.22283048927,-0.2201385412366096
2023-04-05,17049.54821080571,-0.2271049634158846
2023-04-06,17107.886487247866,-0.22446035584344248
2023-04-10,16982.51612949522,-0.2301436810579125
2023-04-11,16959.57850506967,-0.23118349606358546
2023-04-12,16968.3553112533,-0.23078562335443698
2023-04-13,17175.668814581608,-0.22138762783231747
2023-04-14,17025.862343948324,-0.22817869796327073
2023-04-17,17053.649335953574,-0.22691905002791668
2023-04-18,17112.04416808574,-0.22427187865662424
2023-04-19,17026.10824144092,-0.2281675508672194
2023-04-20,17056.925797606076,-0.22677052052335345
2023-04-21,16985.77735788615,-0.22999584211195623
2023-04-24,17009.62819133259,-0.2289146292515788
2023-04-25,16806.475203252867,-0.23812401909655634
2023-04-26,16765.104246601826,-0.23999945923485055
2023-04-27,16787.673362692018,-0.238976349555314
2023-04-28,16891.052864280293,-0.2342899201746529
2023-05-01,16859.545233195975,-0.23571823319377205
